Date,Customer.Postcode,Store.Postcode,Retail.Price,Screen.Size (Inches),Battery.Life (Hours),RAM (GB),Processor.Speeds (GHz),Integrated.Wireless,HD.Size (GB),CustomerStoreDistance
1/7/2008 21:19,SE8 4RZ,E2 0RY,340,15,5,1,1.5,Yes,40,6253.753113
1/7/2008 21:25,W3 9DJ,W10 6HQ,455,15,4,2,2,Yes,120,4394.462993
1/7/2008 21:29,EC4Y 8BH,SW1P 3AU,595,15,6,2,2,No,300,2161.036788
1/7/2008 21:30,WC1H 8JG,SW1V 4QQ,475,15,6,1,2,No,40,4498.145507
1/7/2008 21:32,EC1A 9EJ,SW1P 3AU,450,15,6,2,1.5,No,40,2921.514162
1/7/2008 21:36,SE25 4QB,SW12 9HD,525,15,6,2,2,No,40,7949.777481
1/7/2008 21:43,NW1 1TP,SW1P 3AU,515,15,5,1,2,No,300,3841.57728
1/7/2008 21:47,N1 9NL,SW1V 4QQ,395,15,5,2,2,No,40,4781.721552
1/7/2008 22:10,W1T 6QF,SW1V 4QQ,350,15,4,1,1.5,No,40,3626.142027
1/7/2008 22:27,CR0 2SS,SW12 9HD,465,15,6,1,2,No,80,6618.823536
1/7/2008 22:28,W1D 3SU,SW1P 3AU,535,15,6,1,2,Yes,80,1583.411823
1/7/2008 22:29,W3 9NX,SW18 1NN,485,15,4,2,2,No,120,7249.394595
1/7/2008 22:30,E14 6JP,SE1 2BN,520,15,4,2,1.5,No,300,3487.609066
1/7/2008 22:30,SE26 4BG,SE8 3JD,495,15,6,2,2,Yes,40,6192.759724
1/7/2008 22:32,CR7 6AW,CR7 8LE,405,15,5,1,2,Yes,80,1530.922924
1/7/2008 22:34,EC2A 3JL,E2 0RY,515,15,4,1,2,Yes,300,2565.787988
1/7/2008 22:44,SE23 1JB,SE8 3JD,460,15,6,1,1.5,Yes,80,4578.284613
1/7/2008 22:47,EC3R 8BU,E2 0RY,485,15,4,2,2,Yes,80,3448.589567
1/7/2008 22:57,NW3 1HE,W10 6HQ,515,15,6,2,2,No,80,4802.180859
1/7/2008 23:04,SW4 7EX,SW1V 4QQ,595,15,6,1,2,No,300,3500.188138
1/7/2008 23:16,SW1W 8NE,SW1P 3AU,540,15,6,2,1.5,No,80,1977.223306
1/7/2008 23:24,W1U 2QU,NW5 2QH,510,15,5,2,1.5,Yes,300,3810.250648
1/7/2008 23:35,SE1 1NP,SE1 2BN,450,15,5,2,1.5,Yes,120,1511.207464
1/7/2008 23:44,E1 6TD,SE1 2BN,540,15,5,2,1.5,No,300,1850.390229
1/7/2008 23:46,E1W 3SP,SE8 3JD,555,15,6,2,2,Yes,120,3202.785038
1/7/2008 23:54,KT2 5EB,SW18 1NN,590,15,6,1,1.5,Yes,300,8874.485901
1/7/2008 23:55,KT6 4AG,W4 3PH,515,15,4,2,2,Yes,300,10260.87024
1/7/2008 23:56,W1D 3AJ,NW5 2QH,560,15,6,2,1.5,Yes,80,4133.692054
1/7/2008 23:59,E2 6LG,SE8 3JD,560,15,5,2,1.5,Yes,300,5477.526814
1/8/2008 0:09,SW18 1TF,SW12 9HD,495,15,6,1,2,Yes,40,3385.723113
1/8/2008 0:10,WC1N 3ES,SW1V 4QQ,620,15,6,2,1.5,No,300,3981.997991
1/8/2008 0:22,EC3V 9BJ,E2 0RY,375,15,4,2,2,No,40,3427.334825
1/8/2008 0:23,WC1E 7DH,SW1P 3AU,515,15,6,1,2,No,80,2126.332523
1/8/2008 0:24,E1 7PT,SE1 2BN,485,15,5,1,2,Yes,300,1669.522387
1/8/2008 0:26,SW3 2DY,SW1P 3AU,385,15,4,1,2,No,120,2783.259241
1/8/2008 0:27,SW18 1NN,SW12 9HD,485,15,6,1,2,No,120,4153.920558
1/8/2008 0:31,SE8 3NT,E2 0RY,535,15,5,1,2,Yes,300,5560.309434
1/8/2008 0:38,EC1M 6HW,E2 0RY,480,15,6,1,1.5,Yes,120,3958.207296
1/8/2008 0:41,KT2 5EB,W4 3PH,645,15,6,2,2,No,300,8192.203611
1/8/2008 0:41,E6 1LA,E7 8NW,540,15,4,2,1.5,Yes,300,1415.238849
1/8/2008 0:47,SE24 0NG,SW1V 4QQ,465,15,5,1,2,No,300,5061.662178
1/8/2008 0:53,CR7 8LE,SW18 1NN,450,15,5,2,1.5,Yes,120,10219.85152
1/8/2008 0:54,EC3A 7BH,SE1 2BN,380,15,4,1,1.5,Yes,120,1885.81786
1/8/2008 0:54,TW9 3BH,SW18 1NN,510,15,6,2,1.5,Yes,80,6475.021853
1/8/2008 0:56,SW7 4TE,SW1P 3AU,460,15,6,1,1.5,Yes,80,3675.815556
1/8/2008 0:58,SW1X 7BA,SW1V 4QQ,555,15,6,1,2,Yes,120,1122.942563
1/8/2008 1:04,EC4A 3JB,SW1V 4QQ,555,15,6,1,2,Yes,120,3874.836384
1/8/2008 1:17,SE17 3EW,SW1V 4QQ,370,15,4,2,1.5,Yes,40,3144.849917
1/8/2008 1:18,W1J 5RG,SW1V 4QQ,475,15,6,2,2,No,40,2182.293518
1/8/2008 1:22,E3 5SN,SE1 2BN,505,15,5,2,2,Yes,80,4031.014885
1/8/2008 1:23,W1D 4DJ,SW1P 3AU,360,15,4,1,1.5,No,120,1516.06893
1/8/2008 1:29,N1 0RW,E2 0RY,470,15,6,1,1.5,Yes,40,4283.608292
1/8/2008 1:33,E1 5LJ,E2 0RY,615,15,6,1,2,Yes,300,2064.87433
1/8/2008 1:36,EC3N 2LJ,SE1 2BN,460,15,4,2,1.5,Yes,80,1342.076004
1/8/2008 1:37,E14 4BB,SE1 2BN,480,15,5,2,1.5,No,120,3416.038641
1/8/2008 1:39,CR0 1NF,SW12 9HD,565,15,6,1,2,Yes,300,8830.774598
1/8/2008 1:45,E14 3DT,SE8 3JD,420,15,5,2,1.5,No,40,986.8029185
1/8/2008 1:45,NW5 2QH,W10 6HQ,535,15,5,1,2,Yes,300,6235.116679
1/8/2008 1:47,E17 9LP,E2 0RY,465,15,4,1,2,Yes,300,6532.10724
1/8/2008 1:47,E2 0RY,SE8 3JD,350,15,4,2,1.5,No,40,5299.557057
1/8/2008 1:48,SE3 0RL,SE8 3JD,475,15,6,2,2,No,40,2982.281342
1/8/2008 1:48,SE24 0JT,SW12 9HD,450,15,5,1,1.5,Yes,120,3444.115271
1/8/2008 2:12,NW6 7JR,N3 1DH,595,15,6,2,2,No,300,6351.950881
1/8/2008 2:13,EC4V 2BA,SE1 2BN,485,15,5,2,2,No,80,2103.429818
1/8/2008 2:16,SE1 1TA,SE1 2BN,455,15,5,2,2,No,120,1696.085198
1/8/2008 2:21,SE1 8SW,SW1P 3AU,565,15,6,2,2,No,80,1184.553924
1/8/2008 2:26,E2 6LG,E2 0RY,455,15,5,2,2,No,120,1197.197143
1/8/2008 2:28,SE3 0RL,SE1 2BN,510,15,6,2,1.5,No,120,6579.245929
1/8/2008 2:32,E14 3BW,SE8 3JD,590,15,6,1,1.5,Yes,300,1480.445879
1/8/2008 2:45,WC1N 3NB,SW1V 4QQ,510,15,5,1,1.5,Yes,300,3957.519678
1/8/2008 2:52,CR7 8LE,SW12 9HD,515,15,4,1,2,Yes,300,6215.296373
1/8/2008 2:57,EC3A 7BH,SW1P 3AU,535,15,6,2,2,No,120,3772.341581
1/8/2008 2:58,EC1V 8AB,SW1P 3AU,435,15,4,1,2,No,120,3583.890763
1/8/2008 3:00,EC1R 0EG,SE1 2BN,455,15,5,1,2,No,120,3537.675649
1/8/2008 3:05,WC1N 3LZ,NW5 2QH,570,15,6,2,1.5,No,300,3363.786705
1/8/2008 3:11,W1B 5QH,SW1P 3AU,455,15,5,1,2,Yes,80,1590.4732
1/8/2008 3:14,CR0 4HA,SW12 9HD,385,15,4,1,2,Yes,80,8845.179309
1/8/2008 3:29,SE4 1TF,SE8 3JD,460,15,6,1,1.5,No,120,1855.006469
1/8/2008 3:35,WC1X 8PN,SW1P 3AU,320,15,4,1,1.5,Yes,40,2560.128903
1/8/2008 3:37,SW4 7SQ,SW1V 4QQ,545,15,6,2,2,Yes,40,3070.288749
1/8/2008 3:48,W1T 1HJ,SW1V 4QQ,380,15,5,1,1.5,Yes,80,3043.157899
1/8/2008 3:54,KT2 6PW,KT2 5AU,565,15,6,1,2,Yes,300,1317.919573
1/8/2008 3:58,EC4V 6DE,S1P 3AU,515,15,4,2,2,Yes,300,
1/8/2008 3:59,SE15 3QQ,SE1 2BN,475,15,6,1,2,No,40,3950.322139
1/8/2008 4:03,NW1 2HR,NW5 2QH,470,15,6,1,1.5,Yes,40,2606.695418
1/8/2008 4:04,SE1 0LH,SE1 2BN,395,15,4,1,2,Yes,40,2144.586207
1/8/2008 4:28,W11 2RP,SW1P 3AU,395,15,4,2,2,Yes,40,4936.416615
1/8/2008 4:29,SE21 7BJ,SE8 3JD,490,15,5,1,1.5,No,300,5615.944622
1/8/2008 4:39,SW8 1DL,SW1V 4QQ,540,15,6,2,1.5,No,80,2055.155955
1/8/2008 4:39,KT2 5EE,W4 3PH,470,15,6,1,1.5,Yes,40,8012.005804
1/8/2008 4:41,EC4V 5DT,SW1P 3AU,515,15,6,1,2,No,80,2371.823138
1/8/2008 4:50,SW1Y 5AT,SW1P 3AU,465,15,4,1,2,Yes,300,735.1442035
1/8/2008 4:53,EC1V 9AQ,SE1 2BN,455,15,4,1,2,Yes,120,3211.123791
1/8/2008 5:09,W1T 1NQ,SW1V 4QQ,370,15,4,1,1.5,Yes,40,3171.234775
1/8/2008 5:11,E2 0AN,E2 0RY,580,15,6,2,1.5,Yes,120,991.6899717
1/8/2008 5:25,SE20 8RZ,SE8 3JD,490,15,4,2,1.5,Yes,300,7648.192793
1/8/2008 5:27,N1 8LU,E2 0RY,455,15,5,2,2,Yes,80,3813.928421
1/8/2008 5:30,W11 4UL,SW1V 4QQ,545,15,6,2,2,Yes,40,5059.127296
1/8/2008 5:31,E14 7HG,E2 0RY,520,15,6,2,1.5,Yes,40,2215.26635
1/8/2008 6:05,EC1V 9NU,E2 0RY,455,15,5,1,2,Yes,80,3011.587787
1/8/2008 6:09,SW1H 9LA,SE1 2BN,465,15,4,1,2,Yes,300,4290.819269
1/8/2008 6:18,E8 3PE,SE1 2BN,400,15,4,2,1.5,No,40,4690.287198
1/8/2008 6:19,W14 8SZ,SW1V 4QQ,485,15,4,2,2,Yes,80,4577.867844
1/8/2008 6:28,SW14 7QR,SW18 1NN,400,15,4,2,1.5,No,40,4899.766525
1/8/2008 6:32,SE22 8EW,SW12 9HD,545,15,6,1,2,No,300,5514.405226
1/8/2008 6:42,SW19 4RQ,SW18 1NN,415,15,5,2,2,Yes,40,4911.142128
1/8/2008 6:47,WC1N 1HX,SW1P 3AU,430,15,4,1,1.5,Yes,120,2478.009887
1/8/2008 6:54,N5 2LL,E2 0RY,590,15,6,2,1.5,Yes,300,4963.153232
1/8/2008 6:55,W2 3QH,W10 6HQ,590,15,6,1,1.5,Yes,300,2388.198065
1/8/2008 6:58,WC2N 5PH,SW1P 3AU,460,15,4,2,1.5,No,120,807.69363
1/8/2008 7:00,SE11 4LD,SW1V 4QQ,480,15,5,2,1.5,Yes,80,2297.117542
1/8/2008 7:05,W1S 4RX,NW5 2QH,555,15,6,2,2,Yes,120,4713.387423
1/8/2008 7:08,W1D 3TA,SW1V 4QQ,565,15,5,2,2,No,300,2894.713803
1/8/2008 7:08,W4 5LF,W10 6HQ,595,15,6,1,2,No,300,4477.109
1/8/2008 7:11,IG11 8TN,SE8 3JD,480,15,4,2,1.5,Yes,120,9811.298079
1/8/2008 7:21,W1J 6PT,SW1V 4QQ,365,15,4,1,2,No,80,2287.063182
1/8/2008 7:25,N1 8JT,E2 0RY,515,15,4,1,2,Yes,300,3693.258859
1/8/2008 7:42,SE17 2SB,SW1P 3AU,455,15,5,1,2,No,120,2996.586224
1/8/2008 7:45,NW3 6SG,N3 1DH,495,15,4,2,2,No,300,4912.371729
1/8/2008 7:53,N7 0SJ,SW1P 3AU,510,15,6,1,1.5,Yes,80,5895.810801
1/8/2008 8:06,W11 2QA,SW1V 4QQ,480,15,6,1,1.5,Yes,120,4832.735561
1/8/2008 8:08,SE1 8TB,SW1P 3AU,515,15,6,2,2,No,80,1457.18633
1/8/2008 8:11,W1F 7QW,SW1P 3AU,470,15,4,2,1.5,No,300,1522.412887
1/8/2008 8:11,SE19 1RX,SE8 3JD,370,15,4,1,1.5,Yes,40,8063.123526
1/8/2008 8:12,W1F 7QW,SW1V 4QQ,340,15,4,1,1.5,No,80,2615.478924
1/8/2008 8:18,EC1M 6DB,SE1 2BN,585,15,6,2,2,No,120,3258.391167
1/8/2008 8:24,EC1M 6HW,SW1P 3AU,485,15,4,2,2,No,120,2952.738559
1/8/2008 8:30,EC1V 2QH,E2 0RY,450,15,6,2,1.5,No,40,3145.864746
1/8/2008 8:34,SE14 6AG,SE8 3JD,580,15,6,2,1.5,Yes,120,1027.439536
1/8/2008 8:44,W1D 5DD,NW5 2QH,515,15,4,2,2,Yes,300,4206.581153
1/8/2008 8:53,SE25 6NJ,CR7 8LE,415,15,5,2,2,Yes,40,577.8970497
1/8/2008 8:57,W1D 5BE,SW1P 3AU,320,15,5,1,1.5,No,40,1349.250533
1/8/2008 8:59,WC2E 9EB,SE1 2BN,445,15,5,2,2,No,40,4051.142308
1/8/2008 8:59,EC2V 8DP,E2 0RY,535,15,5,2,2,Yes,300,3664.341824
1/8/2008 9:07,EC1A 9JU,SE1 2BN,545,15,4,2,2,No,300,3010.783951
1/8/2008 9:20,EC1R 4QL,NW5 2QH,460,15,6,1,1.5,No,120,3396.007214
1/8/2008 9:35,SE22 9JA,SE8 3JD,665,15,6,2,2,Yes,300,4632.807032
1/8/2008 9:37,EC4R 0AT,SW1P 3AU,485,15,5,1,2,Yes,300,3036.470484
1/8/2008 9:39,W11 2RP,SW1P 3AU,490,15,4,1,1.5,Yes,300,4936.416615
1/8/2008 9:40,EC1R 3BL,SW1P 3AU,505,15,6,1,2,Yes,120,2931.686375
1/8/2008 9:53,NW6 7JR,N3 1DH,490,15,6,2,1.5,No,80,6351.950881
1/8/2008 9:55,E12 5DB,N17 6QA,540,15,5,2,1.5,No,300,9044.004533
1/8/2008 10:01,SE23 1JB,SE1 2BN,555,15,6,2,2,Yes,120,6858.346521
1/8/2008 10:19,EC1R 5ET,SW1P 3AU,530,15,6,2,1.5,Yes,120,2810.78103
1/8/2008 10:22,W1H 4HX,SW1V 4QQ,485,15,5,2,2,No,80,3535.794819
1/8/2008 10:33,E13 9AR,E2 0RY,420,15,4,2,1.5,Yes,40,5674.275725
1/8/2008 10:33,W2 1HB,SW1V 4QQ,485,15,6,1,2,Yes,80,3803.939143
1/8/2008 10:39,E1 1DT,SE1 2BN,540,15,5,2,1.5,No,300,1973.526032
1/8/2008 10:41,W2 3EU,SW1P 3AU,465,15,4,2,2,No,80,3874.324844
1/8/2008 10:43,SE22 8EW,SE1 2BN,555,15,6,1,2,Yes,120,4500.478752
1/8/2008 10:46,W9 1EH,NW5 2QH,615,15,6,2,2,Yes,300,4204.533862
1/8/2008 10:48,N22 6UX,N17 6QA,475,15,6,1,2,No,40,2884.091538
1/8/2008 10:48,SW1W 8BU,SW1V 4QQ,475,15,5,1,2,Yes,120,861.2293539
1/8/2008 11:02,W1U 5JN,SW1P 3AU,560,15,5,2,1.5,Yes,300,2772.789209
1/8/2008 11:15,BR3 3LA,SW12 9HD,620,15,6,2,1.5,No,300,9401.723087
1/8/2008 11:18,WC2B 5EL,SW1P 3AU,445,15,4,2,2,Yes,40,1911.680151
1/8/2008 11:21,W1F 7HH,SW1V 4QQ,530,15,6,1,1.5,Yes,120,2786.1538
1/8/2008 11:21,EC3M 7AN,SW1P 3AU,520,15,6,1,1.5,No,300,3467.692172
1/8/2008 11:24,E3 5TH,SE8 3JD,520,15,6,1,1.5,No,300,5350.504369
1/8/2008 11:27,EC3R 5AQ,SW1P 3AU,620,15,6,2,1.5,No,300,3533.325063
1/8/2008 11:28,WC1V 6BS,SW1V 4QQ,565,15,4,2,2,Yes,300,3843.244723
1/8/2008 11:28,EC1A 9DY,SE1 2BN,390,15,5,2,1.5,Yes,40,2977.295753
1/8/2008 11:28,NW1 6DY,W10 6HQ,475,15,5,2,2,Yes,120,3574.404706
1/8/2008 11:39,TW7 6QJ,SW18 1NN,540,15,4,2,1.5,Yes,300,9355.048102
1/8/2008 11:44,SE10 9BL,E2 0RY,500,15,6,2,1.5,No,40,5844.197122
1/8/2008 11:48,KT7 0QQ,SW18 1NN,480,15,4,2,1.5,Yes,120,12060.71146
1/8/2008 11:49,N10 3HN,N3 1DH,465,15,5,2,2,Yes,40,3586.281222
1/8/2008 11:49,SE23 1BS,CR7 8LE,640,15,6,2,1.5,Yes,300,5789.288471
1/8/2008 11:49,SE11 5JA,SW1V 4QQ,465,15,4,2,2,No,80,1815.692155
1/8/2008 12:12,W1W 7LQ,NW5 2QH,495,15,4,1,2,No,300,3728.163355
1/8/2008 12:13,EC2A 3SQ,SW1P 3AU,495,15,4,1,2,No,300,4449.678191
1/8/2008 12:16,W1D 7PJ,NW5 2QH,570,15,6,1,1.5,No,300,4339.463216
1/8/2008 12:20,WC2B 5DG,SW1P 3AU,580,15,6,2,1.5,Yes,120,1814.009923
1/8/2008 12:24,EC1Y 1BD,SW1P 3AU,385,15,4,1,2,No,120,3977.311278
1/8/2008 12:26,WC2E 9NG,SW1P 3AU,410,15,5,2,1.5,No,80,1610.124219
1/8/2008 12:57,E14 7LS,SE1 2BN,595,15,6,1,2,No,300,2634.955218
1/8/2008 13:00,NW3 1NT,NW5 2QH,455,15,5,2,2,Yes,80,2313.30694
1/8/2008 13:02,W1T 3PG,NW5 2QH,410,15,5,2,1.5,No,80,3768.807238
1/8/2008 13:03,E13 9AR,E2 0RY,530,15,6,2,1.5,Yes,120,5674.275725
1/8/2008 13:08,NW1 8QU,W10 6HQ,510,15,6,1,1.5,No,120,5226.812604
1/8/2008 13:12,WC2E 9JH,SW1V 4QQ,370,15,4,2,1.5,Yes,40,3060.926984
1/8/2008 13:15,SE17 3EW,SW1V 4QQ,595,15,6,1,2,No,300,3144.849917
1/8/2008 13:21,WC1N 2JF,NW5 2QH,470,15,6,1,1.5,Yes,40,3576.270683
1/8/2008 13:27,WC1X 0AE,SW1P 3AU,595,15,6,1,2,No,300,2801.779791
1/8/2008 13:43,WC2N 5DB,SW1V 4QQ,515,15,4,2,2,Yes,300,2327.811418
1/8/2008 13:58,KT4 7NY,KT2 5AU,465,15,5,2,2,Yes,40,5576.42771
1/8/2008 14:00,E6 1PW,E7 8NW,380,15,4,1,1.5,Yes,120,1242.059982
1/8/2008 14:01,W1D 3AJ,SW1V 4QQ,405,15,5,1,2,Yes,80,2781.439376
1/8/2008 14:04,WC1E 7HJ,SW1P 3AU,565,15,6,1,2,Yes,300,2306.859554
1/8/2008 14:04,E2 9BU,E2 0RY,415,15,5,2,2,Yes,40,933.6471496
1/8/2008 14:07,N5 2LL,E2 0RY,520,15,6,1,1.5,No,300,4963.153232
1/8/2008 14:07,EC1Y 1BD,SW1P 3AU,455,15,5,2,2,Yes,80,3977.311278
1/8/2008 14:19,WC2E 9JH,SE1 2BN,535,15,5,2,2,Yes,300,3953.869624
1/8/2008 14:21,EC2A 3JL,SE1 2BN,520,15,6,1,1.5,No,300,2956.108591
1/8/2008 14:21,KT1 2UW,SW18 1NN,620,15,6,2,1.5,No,300,8966.471435
1/8/2008 14:23,SE1 9AL,SW1P 3AU,450,15,6,1,1.5,No,40,2811.838011
1/8/2008 14:30,NW3 6SG,N3 1DH,485,15,6,1,2,No,120,4912.371729
1/8/2008 14:31,WC1N 1AL,NW5 2QH,410,15,4,1,1.5,Yes,80,2910.212535
1/8/2008 14:33,EC2A 2ER,E2 0RY,460,15,5,1,1.5,Yes,300,2888.231639
1/8/2008 14:42,EC1A 9LB,E2 0RY,525,15,5,2,2,Yes,120,4118.903373
1/8/2008 14:44,WC2H 9EP,SE1 2BN,515,15,6,2,2,No,80,4232.094162
1/8/2008 14:49,N1 2NA,NW5 2QH,515,15,5,2,2,No,300,2537.562019
1/8/2008 14:50,E10 6AE,N17 6QA,585,15,6,2,2,Yes,80,4558.108818
1/8/2008 15:01,W1H 6HR,SW1V 4QQ,510,15,6,2,1.5,Yes,80,2820.623513
1/8/2008 15:06,E1 7LS,SE1 2BN,405,15,5,1,2,Yes,80,2101.801608
1/8/2008 15:11,E13 9AR,SE8 3JD,455,15,4,1,2,Yes,120,7306.798068
1/8/2008 15:12,E12 5BP,E7 8NW,520,15,6,2,1.5,Yes,40,1249.739573
1/8/2008 15:15,W3 9NX,SW18 1NN,345,15,5,1,2,No,40,7249.394595
1/8/2008 15:19,SE7 8SU,E7 8NW,465,15,6,1,2,No,80,6039.447822
1/8/2008 15:19,HA5 5PW,N3 1DH,515,15,5,1,2,No,300,12897.83625
1/8/2008 15:21,SE1 2BN,SE1 2BN,500,15,5,2,1.5,Yes,120,0
1/8/2008 15:22,W1T 3PG,NW5 2QH,460,15,5,2,1.5,No,80,3768.807238
1/8/2008 15:42,SE13 6LE,SE8 3JD,505,15,6,1,2,Yes,120,3110.048231
1/8/2008 15:44,W4 5TF,W10 6HQ,480,15,6,1,1.5,Yes,120,4773.628913
1/8/2008 15:45,KT2 6PW,W4 3PH,400,15,6,1,1.5,No,40,7946.55806
1/8/2008 15:47,NW3 1NT,NW5 2QH,560,15,6,2,1.5,Yes,80,2313.30694
1/8/2008 15:49,WC2R 0DW,SW1V 4QQ,465,15,6,1,2,No,80,2734.188179
1/8/2008 15:57,EC1M 6BP,E2 0RY,380,15,5,1,1.5,Yes,80,4102.975506
1/8/2008 15:57,WC2E 7NA,SW1P 3AU,465,15,4,2,2,No,80,1200.730195
1/8/2008 16:11,EC4Y 8BH,SW1P 3AU,350,15,4,2,1.5,No,40,2161.036788
1/8/2008 16:14,E14 7LS,SE8 3JD,480,15,5,2,1.5,No,120,3498.867531
1/8/2008 16:16,NW3 2QE,W10 6HQ,520,15,4,2,1.5,No,300,5053.041559
1/8/2008 16:17,WC2R 0HS,SE1 2BN,460,15,5,1,1.5,Yes,300,3672.752102
1/8/2008 16:40,W1H 4LQ,SW1P 3AU,510,15,6,1,1.5,Yes,80,3174.418372
1/8/2008 16:43,CR7 8LE,SW12 9HD,455,15,5,2,2,Yes,80,6215.296373
1/8/2008 17:02,SE16 5EX,SE8 3JD,515,15,5,1,2,No,300,2299.692371
1/8/2008 17:04,SW9 8HH,SW1V 4QQ,345,15,4,1,2,Yes,40,3744.329179
1/8/2008 17:06,N2 9EY,N17 6QA,500,15,6,2,1.5,No,40,5970.490767
1/8/2008 17:12,W11 2RP,SW1V 4QQ,455,15,5,1,2,Yes,80,4601.198322
1/8/2008 17:21,NW1 0JH,SW1V 4QQ,505,15,4,2,2,Yes,120,5035.210125
1/8/2008 17:36,N1 9HF,E2 0RY,485,15,5,2,2,No,80,4346.649859
1/8/2008 17:37,SE22 8HJ,SE8 3JD,510,15,5,1,1.5,Yes,300,4351.332669
1/8/2008 17:51,E1 1DE,E2 0RY,370,15,5,1,1.5,No,40,1626.55003
1/8/2008 17:59,WC2H 9EW,SW1P 3AU,495,15,4,1,2,No,300,1483.008092
1/8/2008 18:00,W1F 0TT,NW5 2QH,470,15,4,2,1.5,No,300,4112.313704
1/8/2008 18:00,E1 6AG,E2 0RY,485,15,4,2,2,Yes,80,2422.89682
1/8/2008 18:06,W1U 1QB,SW1V 4QQ,540,15,6,1,1.5,Yes,300,2890.982532
1/8/2008 18:11,N1 0PN,E2 0RY,515,15,5,1,2,No,300,4160.13281
1/8/2008 18:13,EC4Y 1DE,SE1 2BN,520,15,4,2,1.5,No,300,2861.455748
1/8/2008 18:19,EC1A 7AA,E2 0RY,465,15,5,1,2,No,300,4134.183958
1/8/2008 18:21,SE23 1BS,SE1 2BN,540,15,5,2,1.5,No,300,6613.015651
1/8/2008 18:25,SW1A 2BX,SW1V 4QQ,455,15,5,2,2,No,120,2175.116089
1/8/2008 18:33,W1K 4AL,SW1P 3AU,300,15,4,1,1.5,No,40,1712.321524
1/8/2008 18:46,W3 9DD,SW18 1NN,500,15,6,2,1.5,No,40,7162.637573
1/8/2008 18:49,N3 1DH,NW5 2QH,490,15,4,2,1.5,Yes,300,6815.683825
1/8/2008 18:50,W1T 3ET,SW1V 4QQ,570,15,6,1,1.5,No,300,3034.886818
1/8/2008 18:58,N1 1QN,E2 0RY,395,15,5,1,2,No,40,4073.890769
1/8/2008 19:09,EC4V 5BH,SE1 2BN,460,15,4,2,1.5,Yes,80,2405.873022
1/8/2008 19:18,W4 3PH,W4 3PH,490,15,5,1,1.5,No,300,0
1/8/2008 19:19,E14 0BB,E2 0RY,540,15,6,1,1.5,Yes,300,3377.760945
1/8/2008 19:25,SE19 1RX,SW12 9HD,565,15,6,2,2,No,80,5325.872135
1/8/2008 19:31,SE11 6HS,SE1 2BN,535,15,6,1,2,Yes,80,3142.55708
1/8/2008 19:32,WC2H 9PS,SW1V 4QQ,510,15,6,2,1.5,No,120,2981.167053
1/8/2008 19:38,N5 2AB,E2 0RY,470,15,4,1,1.5,No,300,4527.013364
1/8/2008 19:47,SE1 9EF,SE1 2BN,455,15,5,1,2,No,120,1758.986356
1/8/2008 19:50,KT1 2RF,W4 3PH,520,15,4,2,1.5,No,300,8859.778609
1/8/2008 19:54,WC2B 5JS,SE1 2BN,620,15,6,2,1.5,No,300,3762.685876
1/8/2008 20:21,WC2B 5DG,SE1 2BN,510,15,6,1,1.5,Yes,80,3934.418636
1/8/2008 20:23,WC1E 7DH,SW1V 4QQ,460,15,6,1,1.5,No,120,3408.22021
1/8/2008 20:25,W1S 2JL,SW1P 3AU,340,15,5,1,1.5,Yes,40,1434.022315
1/8/2008 20:25,EC4V 4EG,SE1 2BN,490,15,6,2,1.5,No,80,2689.588258
1/8/2008 20:45,E14 8BP,E2 0RY,435,15,4,1,2,No,120,2466.857312
1/8/2008 20:51,CR0 2QD,SW12 9HD,580,15,6,2,1.5,Yes,120,6587.747415
1/8/2008 20:54,E14 4BB,SE1 2BN,430,15,4,2,1.5,Yes,120,3416.038641
1/8/2008 20:58,SE1 0LH,SW1V 4QQ,540,15,4,2,1.5,Yes,300,3414.488688
1/8/2008 21:06,W1W 6BA,SW1P 3AU,395,15,5,1,2,No,40,2384.941299
1/8/2008 21:07,CR0 1NA,CR7 8LE,410,15,4,1,1.5,No,120,3049.417649
1/8/2008 21:18,E15 4BQ,E2 0RY,450,15,6,2,1.5,No,40,3607.624426
1/8/2008 21:23,EC4R 0AT,SE1 2BN,390,15,4,1,1.5,No,80,1794.138512
1/8/2008 21:29,SE11 4EA,SW1P 3AU,565,15,6,1,2,Yes,300,2035.845279
1/8/2008 21:37,WC1N 3NB,SW1V 4QQ,445,15,4,2,2,Yes,40,3957.519678
1/8/2008 21:59,WC2H 9EP,SE1 2BN,525,15,6,2,2,No,40,4232.094162
1/8/2008 22:08,N1 1QN,E2 0RY,535,15,6,2,2,No,120,4073.890769
1/8/2008 22:15,EC4M 9EH,E2 0RY,455,15,4,2,2,Yes,120,3793.761722
1/8/2008 22:22,WC2B 5DG,SW1P 3AU,535,15,5,1,2,Yes,300,1814.009923
1/8/2008 22:24,W1G 7EQ,NW5 2QH,500,15,5,2,1.5,Yes,120,3500.96501
1/8/2008 22:26,EC2M 7NX,SW1P 3AU,485,15,5,2,2,No,80,3720.972991
1/8/2008 22:33,SE26 4QJ,S1P 3AU,460,15,5,2,1.5,No,80,
1/8/2008 22:35,WC2R 0NP,SE1 2BN,465,15,5,2,2,Yes,40,3830.575022
1/8/2008 22:39,CR0 1QD,CR7 8LE,485,15,5,2,2,No,80,2948.560496
1/8/2008 22:50,SE8 3NT,SE1 2BN,465,15,5,1,2,No,300,3712.147222
